,Company,Bar_name,Review_update,Review_date,Cocoa_percentage,Company_location,Quality,Bean_type,Beans_location,Quality(round)
833,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82.0,U.K.,3.5,Forastero (Nacional),Ecuador,3
834,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100.0,U.K.,2.75,,Peru,2
835,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100.0,U.K.,2.5,Forastero (Nacional),Ecuador,2
836,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100.0,U.K.,2.75,,Dominican Republic,2
837,Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,U.K.,3.5,"Trinitario, Criollo",Madagascar,3
838,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80.0,U.K.,3.0,Forastero (Nacional),Ecuador,5
839,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65.0,U.K.,3.0,Trinitario,St. Lucia,5
840,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65.0,U.K.,3.25,Trinitario,St. Lucia,3
841,Hotel Chocolat (Coppeneur),Ecuador,552,2010,70.0,U.K.,2.75,,Ecuador,2
842,Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70.0,U.K.,3.0,,Dominican Republic,5
843,Hotel Chocolat (Coppeneur),Chuao,600,2010,70.0,U.K.,2.75,Trinitario,Venezuela,2
844,Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72.0,U.K.,3.0,,St. Lucia,5
845,Hotel Chocolat (Coppeneur),Uganda,296,2008,80.0,U.K.,2.5,Forastero,Uganda,2
846,Hotel Chocolat (Coppeneur),Tanzania,296,2008,75.0,U.K.,2.75,,Tanzania,2
847,Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72.0,U.K.,3.0,Forastero,Sao Tome,5
848,Hummingbird,Lam Dong,1542,2015,70.0,Canada,3.5,Trinitario,Vietnam,3
849,Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,5
850,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,5
851,Hummingbird,Momotombo,1311,2014,70.0,Canada,3.0,Trinitario,Nicaragua,5
852,Hummingbird,Hispaniola,1311,2014,70.0,Canada,3.75,Trinitario,Dominican Republic,3
853,Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70.0,Canada,3.5,,Dominican Republic,3
854,Hummingbird,"Ocumare, Cumboto",1097,2013,70.0,Canada,3.25,"Trinitario, Criollo",Venezuela,3
855,Hummingbird,Amazonas,1097,2013,70.0,Canada,3.75,Forastero,Venezuela,3
856,Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72.0,Switzerland,3.75,Trinitario,Venezuela,3
857,Idilio (Felchlin),Coopertiva Amazona,725,2011,72.0,Switzerland,3.75,Criollo,Venezuela,3
858,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72.0,Switzerland,3.75,,Venezuela,3
859,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72.0,Switzerland,3.25,Criollo,Venezuela,3
860,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72.0,Switzerland,3.75,Criollo,Venezuela,3
861,Idilio (Felchlin),"Porcelana, Zulia",733,2011,74.0,Switzerland,4.0,Criollo,Venezuela,5
862,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72.0,Switzerland,3.5,Criollo,Venezuela,3
863,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70.0,Switzerland,4.0,Trinitario,Venezuela,5
864,Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72.0,Switzerland,4.0,Criollo,Venezuela,5
865,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72.0,Switzerland,4.0,,Venezuela,5
866,Indah,India (south),1788,2016,61.0,India,2.5,,India,2
867,Indaphoria,La Red,821,2012,70.0,U.S.A.,3.25,,Dominican Republic,3
868,Indaphoria,"Conacado, Manifesto",907,2012,70.0,U.S.A.,2.75,,Dominican Republic,2
869,Indi,Honduras,1255,2014,77.0,U.S.A.,3.0,,Honduras,5
870,iQ Chocolate,"Satipo region, white label",943,2012,72.0,Scotland,2.75,Criollo,Peru,2
871,iQ Chocolate,black label,943,2012,72.0,Scotland,3.0,,Peru,5
872,Isidro,Madagascar,1275,2014,72.0,U.S.A.,3.5,Trinitario,Madagascar,3
873,Isidro,Peru,1279,2014,72.0,U.S.A.,2.25,,Peru,2
874,Isidro,Belize,1279,2014,72.0,U.S.A.,3.25,Trinitario,Belize,3
875,Isidro,Dominican Republic,1279,2014,72.0,U.S.A.,3.25,,Dominican Republic,3
876,Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70.0,U.S.A.,3.5,Trinitario,Belize,3
877,Izard,"Elvesia P., Batch 32",1546,2015,70.0,U.S.A.,2.75,,Dominican Republic,2
878,Jacque Torres,Trinatario Treasure,5,2006,71.0,U.S.A.,2.0,Trinitario,Ghana,5
879,Jordis,Madagascar,1534,2015,63.0,Czech Republic,2.75,Trinitario,Madagascar,2
880,Just Good Chocolate,Belize,1375,2014,70.0,U.S.A.,3.5,Trinitario,Belize,3
881,Just Good Chocolate,Madagascar,1375,2014,70.0,U.S.A.,3.5,Trinitario,Madagascar,3
882,Just Good Chocolate,Peru,1375,2014,70.0,U.S.A.,4.0,,Peru,5
883,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70.0,Domincan Republic,3.5,,Dominican Republic,3
884,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82.0,Domincan Republic,3.0,,Dominican Republic,5
885,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55.0,Domincan Republic,3.25,,Dominican Republic,3
886,Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62.0,Domincan Republic,3.25,,Dominican Republic,3
887,Kakao,Peru,837,2012,64.0,Germany,2.5,,Peru,2
888,Kakao,Vanuatu,387,2009,65.0,Germany,3.75,Trinitario,Vanuatu,3
889,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70.0,Ecuador,3.0,,Ecuador,5
890,Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70.0,Ecuador,3.5,,Ecuador,3
891,Kallari (Ecuatoriana),Roberto,245,2008,75.0,Ecuador,2.75,,Ecuador,2
892,Kallari (Ecuatoriana),Diego/ original micro,248,2008,85.0,Ecuador,2.5,,Ecuador,2
893,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85.0,Ecuador,2.75,,Ecuador,2
894,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85.0,Ecuador,3.0,,Ecuador,5
895,Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75.0,Ecuador,2.5,,Ecuador,2
896,Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85.0,Ecuador,3.0,,Ecuador,5
897,Kaoka (Cemoi),Noir,404,2009,70.0,France,2.75,, ,2
898,Kaoka (Cemoi),Ecuador,423,2009,80.0,France,2.75,,Ecuador,2
899,Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70.0,U.S.A.,3.75,,Dominican Republic,3
900,Ki' Xocolatl,Dark,431,2009,72.0,Mexico,2.0,,Mexico,5
901,Kiskadee,"La Red, Guanconjeco",1251,2014,60.0,U.S.A.,3.0,Trinitario,Dominican Republic,5
902,Kto,San Martin,1422,2014,72.0,U.S.A.,2.5,,Peru,2
903,Kto,Ocumare,1422,2014,72.0,U.S.A.,2.75,,Venezuela,2
904,Kto,Belize,1422,2014,72.0,U.S.A.,3.0,Trinitario,Belize,5
905,Kto,Sambirano Valley,1422,2014,72.0,U.S.A.,3.25,Trinitario,Madagascar,3
906,Kto,Belize,1426,2014,90.0,U.S.A.,3.25,Trinitario,Belize,3
907,Kto,Elvesia,1426,2014,72.0,U.S.A.,3.25,,Dominican Republic,3
908,Kto,ROIG,1426,2014,72.0,U.S.A.,3.25,,Dominican Republic,3
909,K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70.0,U.S.A.,3.25,,Haiti,3
910,K'ul,"Maranon, Fortunato No. 4",1852,2016,70.0,U.S.A.,2.75,Forastero (Nacional),Peru,2
911,K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70.0,U.S.A.,3.75,,Ecuador,3
912,K'ul,"Bahia, Fazenda Camboa",1852,2016,70.0,U.S.A.,3.75,Forastero,Brazil,3
913,Kyya,Uganda,1359,2014,72.5,U.S.A.,2.5,Forastero,Uganda,2
914,Kyya,Hispaniola,1359,2014,72.5,U.S.A.,3.0,,Dominican Republic,5
915,Kyya,Ecuador,1363,2014,72.5,U.S.A.,2.5,,Ecuador,2
916,Kyya,Madagascar,1363,2014,72.5,U.S.A.,3.0,Trinitario,Madagascar,5
917,L.A. Burdick (Felchlin),Peru,891,2012,74.0,U.S.A.,3.25,,Peru,3
918,L.A. Burdick (Felchlin),Brazil,891,2012,70.0,U.S.A.,4.0,,Brazil,5
919,L.A. Burdick (Felchlin),Chuao,927,2012,68.0,U.S.A.,3.75,Trinitario,Venezuela,3
920,L.A. Burdick (Felchlin),Quito,682,2011,74.0,U.S.A.,3.75,,Ecuador,3
921,L.A. Burdick (Felchlin),Grenada,576,2010,75.0,U.S.A.,3.25,Trinitario,Grenada,3
922,L.A. Burdick (Felchlin),Dominican Republic,576,2010,74.0,U.S.A.,3.75,,Dominican Republic,3
923,L.A. Burdick (Felchlin),Venzuela,597,2010,71.0,U.S.A.,3.0,,Venezuela,5
924,L.A. Burdick (Felchlin),Madagascar,431,2009,64.0,U.S.A.,3.5,Trinitario,Madagascar,3
925,L.A. Burdick (Felchlin),Bolivian,451,2009,68.0,U.S.A.,3.0,,Bolivia,5
926,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70.0,Japan,2.25,"Trinitario, Criollo",Peru,2
927,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70.0,Japan,2.5,"Trinitario, Criollo",Peru,2
928,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70.0,Japan,3.0,Criollo,Peru,5
929,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70.0,Japan,3.0,"Trinitario, Criollo",Belize,5
930,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,,"Africa, Carribean, C. Am.",2
931,La Maison du Chocolat (Valrhona),Tobago,1145,2013,60.0,France,3.25,,Tobago,3
932,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56.0,France,3.25,,Ecuador,3
933,La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.0,France,3.5,,Dominican Republic,3
934,La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,Trinitario,Grenada,3
935,La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,Forastero,Ghana,3
936,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.0,France,3.5,Criollo (Porcelana),Venezuela,3
937,La Maison du Chocolat (Valrhona),Kuruba,439,2009,60.0,France,3.0,, ,5
938,La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.0,France,3.75,, ,3
939,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,Blend,"Ven., Indonesia, Ecuad.",3
940,La Oroquidea,Peruvian Amazon,721,2011,72.0,Peru,2.5,,Peru,2
941,La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,,Ecuador,3
942,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75.0,France,2.75,Trinitario,Madagascar,2
943,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75.0,France,2.75,Trinitario,Vietnam,2
944,Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75.0,France,3.0,,Cuba,5
945,Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.0,France,3.25,,Peru,3
946,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75.0,France,3.0,,Ivory Coast,5
947,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75.0,France,3.5,Forastero,Sao Tome,3
948,Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.0,France,3.25,,Brazil,3
949,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75.0,France,3.75,Trinitario,Vietnam,3
950,Laia aka Chat-Noir,Cuba,1434,2014,70.0,France,2.75,,Cuba,2
951,Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68.0,France,2.75,,Trinidad-Tobago,2
952,Lajedo do Ouro,Catongo,927,2012,70.0,Brazil,3.5,Forastero (Catongo),Brazil,3
953,Lake Champlain (Callebaut),Tanzania,327,2009,75.0,U.S.A.,2.5,,Tanzania,2
954,L'Amourette,Rugoso,1784,2016,80.0,U.S.A.,3.5,Trinitario,Nicaragua,3
955,L'Amourette,Carenero Superior,833,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,5
956,L'Amourette,Rio Caribe,833,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,5
957,L'Amourette,Blend,853,2012,72.0,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela",5
958,Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70.0,U.S.A.,3.5,,Honduras,3
959,Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70.0,U.S.A.,3.25,,Belize,3
960,Letterpress,Liberia,1728,2016,70.0,U.S.A.,3.25,,Liberia,3
961,Letterpress,Beniamo,1562,2015,70.0,U.S.A.,3.25,,Bolivia,3
962,Letterpress,"San Juan Estate, Gran Couva",1562,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad,3
963,Letterpress,San Andres,1566,2015,70.0,U.S.A.,3.0,,Costa Rica,5
964,Letterpress,"La Red, Guaconejo",1566,2015,70.0,U.S.A.,3.25,,Domincan Republic,3
965,Letterpress,Kokoa Kamili,1566,2015,70.0,U.S.A.,3.5,,Tanzania,3
966,Letterpress,Maranura,1371,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
967,Levy,Sambirano,1231,2014,71.0,Finland,3.5,Criollo,Madagascar,3
968,Lilla,Madagascar,1856,2016,70.0,Finland,3.0,Trinitario,Madagascar,5
969,Lillie Belle,Perfect Illusion,855,2012,65.0,U.S.A.,3.5,Criollo,Peru,3
970,Lillie Belle,"Bolivia, Wild Thing",903,2012,68.0,U.S.A.,3.5,Criollo,Bolivia,3
971,Lillie Belle,La Selva,903,2012,68.0,U.S.A.,3.75,,Peru,3
972,Lillie Belle,Purple Haze,947,2012,75.0,U.S.A.,2.75,,"Venezuela, Dom. Rep.",2
973,Lillie Belle,"The Other One, Grand Cru",947,2012,74.0,U.S.A.,3.0,,Dominican Republic,5
974,Lillie Belle,Wild Thing,947,2012,68.0,U.S.A.,3.5,Criollo,Bolivia,3
975,Lindt & Sprungli,Excellence (US Version),157,2007,85.0,Switzerland,3.0,, ,5
976,Loiza,Puerto Rico,1049,2013,65.0,Puerto Rico,2.5,,Puerto Rico,2
977,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70.0,U.S.A.,3.75,,Hawaii,3
978,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65.0,U.S.A.,3.25,,Hawaii,3
979,Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75.0,U.S.A.,3.75,,Hawaii,3
980,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71.0,U.S.A.,3.0,,Hawaii,5
981,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72.0,U.S.A.,3.0,,Hawaii,5
982,Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70.0,U.S.A.,3.5,,Hawaii,3
983,Love Bar,Nicaragua,1502,2015,75.0,U.S.A.,2.0,,Nicaragua,5
984,Luker,Selva,552,2010,46.0,Colombia,2.75,,"Colombia, Ecuador",2
985,Luker,Macondo,552,2010,60.0,Colombia,3.0,,"Colombia, Ecuador",5
986,Luker,Misterio,552,2010,58.0,Colombia,3.0,,"Colombia, Ecuador",5
987,Luker,Santander,552,2010,65.0,Colombia,3.5,,Colombia,3
988,Machu Picchu Trading Co.,Peru,721,2011,70.0,Peru,1.5,,Peru,1
989,Machu Picchu Trading Co.,Peru,552,2010,55.0,Peru,2.25,,Peru,2
990,Madecasse (Cinagra),Madagascar,284,2008,67.0,Madagascar,3.5,Trinitario,Madagascar,3
991,Madecasse (Cinagra),Madagascar,284,2008,70.0,Madagascar,3.75,Trinitario,Madagascar,3
992,Madecasse (Cinagra),Madagascar,284,2008,63.0,Madagascar,4.0,Trinitario,Madagascar,5
993,Madecasse (Cinagra),Madagascar,288,2008,75.0,Madagascar,3.5,Trinitario,Madagascar,3
994,Madre,Guadalcanal,1940,2017,73.0,U.S.A.,3.5,,Solomon Islands,3
995,Madre,Puerto Rico,1085,2013,70.0,U.S.A.,2.75,,Puerto Rico,2
996,Madre,Brazil,1085,2013,70.0,U.S.A.,3.5,,Brazil,3
997,Madre,"Choobua, Kona",1089,2013,70.0,U.S.A.,2.75,,Hawaii,2
998,Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70.0,U.S.A.,2.75,,Mexico,2
999,Madre,"Hamakua Coast, Kokoleka",991,2012,70.0,U.S.A.,3.25,,Hawaii,3
1000,Madre,"Criollo, Hawaii",995,2012,70.0,U.S.A.,3.25,Criollo,Hawaii,3
1001,Madre,Kaua'i,995,2012,70.0,U.S.A.,3.5,,Hawaii,3
1002,Madre,Dominican,672,2011,70.0,U.S.A.,2.5,,Dominican Republic,2
1003,Madre,Upala,693,2011,70.0,U.S.A.,2.75,,Costa Rica,2
1004,Madre,"Chiapas, Triple Cacao",607,2010,72.0,U.S.A.,2.75,,Mexico,2
1005,Maglio,Africa,300,2008,75.0,Italy,2.0,,Tanzania,5
1006,Maglio,Ecuador,308,2008,70.0,Italy,3.0,Forastero (Nacional),Ecuador,5
1007,Maglio,Cuba,308,2008,70.0,Italy,3.25,Criollo,Cuba,3
1008,Maglio,Santo Domingo,308,2008,70.0,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,3
1009,Majani,Ecuador,531,2010,70.0,Italy,2.0,,Ecuador,5
1010,Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75.0,Madagascar,2.75,Trinitario,Madagascar,2
1011,Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73.0,Madagascar,3.5,Trinitario,Madagascar,3
1012,Malagos,"Davao, Mt. Talamo foothills",1121,2013,65.0,Philippines,3.5,Trinitario,Philippines,3
1013,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55.0,U.S.A.,3.5,,Hawaii,3
1014,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55.0,U.S.A.,2.75,Blend,Hawaii,2
1015,Malmo,Chuao,1856,2016,70.0,Sweden,3.0,,Venezuela,5
1016,Mana,Ecuador,1446,2015,74.0,U.S.A.,2.5,,Ecuador,2
1017,Mana,Peru,1219,2014,74.0,U.S.A.,2.5,,Peru,2
1018,Mana,Venezuela,1219,2014,74.0,U.S.A.,2.75,,Venezuela,2
1019,Mana,Conacado,821,2012,74.0,U.S.A.,3.75,,Dominican Republic,3
1020,Manifesto Cacao,Colombia,1331,2014,70.0,Colombia,2.75,,Colombia,2
1021,Manoa,Markham Valley,1522,2015,72.0,U.S.A.,3.5,,Papua New Guinea,3
1022,Manoa,Coto Brus,1522,2015,72.0,U.S.A.,3.75,,Costa Rica,3
1023,Manoa,"Waiahole, O'ahu",1089,2013,72.0,U.S.A.,3.75,,Hawaii,3
1024,Manoa,"Liberia, #174",1003,2012,72.0,U.S.A.,3.25,,Liberia,3
1025,Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72.0,U.S.A.,2.75,,Hawaii,2
1026,Manoa,Piura,1007,2012,72.0,U.S.A.,3.0,,Peru,5
1027,Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72.0,U.S.A.,3.25,,Hawaii,3
1028,Manufaktura Czekolady,Johe,1844,2016,70.0,Poland,3.75,,Nicaragua,3
1029,Manufaktura Czekolady,Peru,1848,2016,70.0,Poland,3.5,,Peru,3
1030,Manufaktura Czekolady,Porcelana,1255,2014,70.0,Poland,3.75,Criollo,Venezuela,3
1031,Manufaktura Czekolady,Kolumbia,1279,2014,85.0,Poland,3.5,,Colombia,3
1032,Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70.0,Poland,3.25,,Dominican Republic,3
1033,Manufaktura Czekolady,Grand Cru Ghana,871,2012,70.0,Poland,3.5,Forastero,Ghana,3
1034,Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70.0,Poland,3.25,,Ecuador,3
1035,Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75.0,U.S.A.,3.25,Trinitario,Vietnam,3
1036,Map Chocolate,"ROIG, 2014",1474,2015,70.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,3
1037,Map Chocolate,"Maranon, 2014",1474,2015,62.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
1038,Map Chocolate,Ecuador,1478,2015,70.0,U.S.A.,3.5,Trinitario,Ecuador,3
1039,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70.0,U.S.A.,2.75,Trinitario,Trinidad,2
1040,Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70.0,U.S.A.,3.5,,Nicaragua,3
1041,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68.0,U.S.A.,3.5,Criollo,Peru,3
1042,Map Chocolate,Colombia,1610,2015,75.0,U.S.A.,2.75,,Colombia,2
1043,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72.0,U.S.A.,3.0,,Tanzania,5
1044,Map Chocolate,Le Chocolat Chaud,1634,2015,78.0,U.S.A.,3.5,,Honduras,3
1045,Marana,Piura,1872,2016,70.0,Peru,3.0,,Peru,5
1046,Marana,Cusco,1884,2016,70.0,Peru,2.75,,Peru,2
1047,Marana,San Martin,1884,2016,70.0,Peru,3.0,,Peru,5
1048,Marigold's Finest,Cacao Nib Crunch,1808,2016,75.0,Canada,3.25,, ,3
1049,Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85.0,Vietnam,3.25,Trinitario,Vietnam,3
1050,Marou,Ben Tre,1650,2015,68.0,Vietnam,3.5,Trinitario,Vietnam,3
1051,Marou,"Dak Lak, Batch 2451",1650,2015,70.0,Vietnam,3.75,Trinitario,Vietnam,3
1052,Marou,"Tan Phu Dong, Treasure Island",1149,2013,75.0,Vietnam,3.5,Trinitario,Vietnam,3
1053,Marou,Ba Ria,845,2012,76.0,Vietnam,3.5,Trinitario,Vietnam,3
1054,Marou,Dong Nai,845,2012,72.0,Vietnam,3.5,Trinitario,Vietnam,3
1055,Marou,"Tien Giang, Gao Co-op",845,2012,70.0,Vietnam,3.5,Trinitario,Vietnam,3
1056,Marou,Ben Tre,849,2012,78.0,Vietnam,3.5,Trinitario,Vietnam,3
1057,Marou,Tien Giang,895,2012,80.0,Vietnam,3.0,Trinitario,Vietnam,5
1058,Marou,Lam Dong,955,2012,74.0,Vietnam,3.5,Trinitario,Vietnam,3
1059,Mars,"Matina 1-6, prototype",537,2010,65.0,U.S.A.,3.0,,Costa Rica,5
1060,Mars,Ivory Coast,544,2010,65.0,U.S.A.,3.0,,Ivory Coast,5
1061,Mars,Nigeria,544,2010,65.0,U.S.A.,3.25,,Nigeria,3
1062,Mars,"Ghana, prototype",544,2010,65.0,U.S.A.,3.5,Forastero,Ghana,3
1063,Marsatta,Dominican Republic,1189,2013,74.0,U.S.A.,2.25,,Dominican Republic,2
1064,Marsatta,Dominican Republic,1189,2013,89.0,U.S.A.,2.5,,Dominican Republic,2
1065,Martin Mayer,Alto Beni,1836,2016,76.0,Austria,2.75,,Bolivia,2
1066,Martin Mayer,Pisa,1836,2016,82.0,Austria,3.0,,Haiti,5
1067,Martin Mayer,Tumaco,1836,2016,74.0,Austria,3.25,,Colombia,3
1068,Mast Brothers,Guatemala,1450,2015,76.0,U.S.A.,3.0,,Guatemala,5
1069,Mast Brothers,Tanzania,1450,2015,74.0,U.S.A.,3.25,,Tanzania,3
1070,Mast Brothers,French Laundry 20th Anniversary,1359,2014,75.0,U.S.A.,3.75,Blend,"Peru, Belize",3
1071,Mast Brothers,Shake Shack,959,2012,73.0,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep.",3
1073,Mast Brothers,Chuao,999,2012,73.0,U.S.A.,2.75,Trinitario,Venezuela,2
1074,Mast Brothers,Brooklyn Blend,672,2011,72.0,U.S.A.,3.5,, ,3
1075,Mast Brothers,"Chuao, Med. Roast",701,2011,76.0,U.S.A.,3.0,Trinitario,Venezuela,5
1076,Mast Brothers,"Chuao, Dark Roast",709,2011,70.0,U.S.A.,3.0,Trinitario,Venezuela,5
1077,Mast Brothers,"Chuao, Light Roast",713,2011,81.0,U.S.A.,2.75,Trinitario,Venezuela,2
1078,Mast Brothers,Moho River,773,2011,70.0,U.S.A.,3.5,Trinitario,Belize,3
1079,Mast Brothers,Papua New Guinea,777,2011,71.0,U.S.A.,2.75,,Papua New Guinea,2
1080,Mast Brothers,San Martin,777,2011,75.0,U.S.A.,3.0,,Peru,5
1081,Mast Brothers,Conacado,777,2011,73.0,U.S.A.,3.25,,Dominican Republic,3
1082,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74.0,U.S.A.,3.75,,Dominican Republic,3
1083,Mast Brothers,Patanemo,572,2010,81.0,U.S.A.,2.75,Criollo,Venezuela,2
1084,Mast Brothers,Ocumare de la Costa,572,2010,75.0,U.S.A.,3.0,,Venezuela,5
1085,Mast Brothers,"Dominican Republic, Coop",572,2010,70.0,U.S.A.,3.25,,Dominican Republic,3
1086,Matale,"Malekula P., 2013",1177,2013,72.0,Australia,3.5,Trinitario,Vanuatu,3
1087,Matale,"Somia, 2013",1177,2013,68.0,Australia,4.0,Trinitario,Madagascar,5
1088,Matale,"Kulili P., 2013",1177,2013,74.0,Australia,4.0,Trinitario,Papua New Guinea,5
1089,Matale,Blend,1181,2013,70.0,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad",3
1090,Maverick,Maya Mountain,1367,2014,70.0,U.S.A.,3.25,Trinitario,Belize,3
1091,Maverick,Elvesia,1367,2014,70.0,U.S.A.,3.25,,Dominican Republic,3
1092,Maverick,Tumbes,1430,2014,82.0,U.S.A.,3.25,Criollo,Peru,3
1093,Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63.0,U.S.A.,3.5,Criollo,Peru,3
1094,Mayacama,Hispaniola,1728,2016,72.0,U.S.A.,3.0,,Domincan Republic,5
1095,Meadowlands,Bolivia,1287,2014,70.0,U.S.A.,2.5,,Bolivia,2
1096,Meadowlands,Venezuela,1287,2014,70.0,U.S.A.,2.75,,Venezuela,2
1097,Meadowlands,Belize,1287,2014,70.0,U.S.A.,3.0,Trinitario,Belize,5
1098,Meadowlands,"Nicaragua, w/ inbs",1291,2014,70.0,U.S.A.,3.0,,Nicaragua,5
